"","station_name","date","daily_entries","daily_exits","daily_total","percent_entries"
"9013","174-175 STS","01/25/2020",2670,1605,4275,62.4561403508772
"9014","175 ST","01/25/2020",7580,4982,12562,60.3407100780131
"9015","176 ST","01/25/2020",2929,1885,4814,60.8433734939759
"9016","18 AV","01/25/2020",6180,3830,10010,61.7382617382617
"9017","18 ST","01/25/2020",3967,2865,6832,58.0649882903981
"9018","181 ST","01/25/2020",7422,7736,15158,48.9642433038659
"9019","182-183 STS","01/25/2020",1954,1242,3196,61.1389236545682
"9020","183 ST","01/25/2020",3333,2052,5385,61.8941504178273
"9021","190 ST","01/25/2020",2094,461,2555,81.9569471624266
"9022","191 ST","01/25/2020",31,131,162,19.1358024691358
"9023","2 AV","01/25/2020",13453,14546,27999,48.048144576592
"9024","20 AV","01/25/2020",4251,2430,6681,63.6281993713516
"9025","207 ST","01/25/2020",1098,218,1316,83.4346504559271
"9026","21 ST","01/25/2020",1097,1188,2285,48.0087527352298
"9027","21 ST-QNSBRIDGE","01/25/2020",4258,2288,6546,65.0473571646807
"9028","215 ST","01/25/2020",465,947,1412,32.9320113314448
"9029","219 ST","01/25/2020",1730,1168,2898,59.696342305038
"9030","225 ST","01/25/2020",1509,1089,2598,58.0831408775981
"9031","23 ST","01/25/2020",46863,41898,88761,52.7968364484402
"9032","231 ST","01/25/2020",2525,384,2909,86.799587487109
"9033","233 ST","01/25/2020",2483,956,3439,72.2012212852573
"9034","238 ST","01/25/2020",1397,161,1558,89.6662387676508
"9035","25 AV","01/25/2020",2104,604,2708,77.6957163958641
"9036","25 ST","01/25/2020",1993,1907,3900,51.1025641025641
"9037","28 ST","01/25/2020",20196,20848,41044,49.2057304356301
"9038","3 AV","01/25/2020",2601,2542,5143,50.5735951779117
"9039","3 AV 138 ST","01/25/2020",3569,3501,7070,50.4809052333805
"9040","3 AV-149 ST","01/25/2020",9980,4404,14384,69.3826473859844
"9041","30 AV","01/25/2020",5957,6351,12308,48.3994150146246
"9042","33 ST","01/25/2020",12464,11440,23904,52.1419009370817
"9043","33 ST-RAWSON ST","01/25/2020",2432,2287,4719,51.5363424454334
"9044","34 ST-HERALD SQ","01/25/2020",52908,61636,114544,46.1901103506076
"9045","34 ST-HUDSON YD","01/25/2020",15885,17212,33097,47.9952865818654
"9046","34 ST-PENN STA","01/25/2020",73615,66051,139666,52.7078888204717
"9047","36 AV","01/25/2020",2335,3322,5657,41.2762948559307
"9048","36 ST","01/25/2020",7664,5980,13644,56.171210788625
"9049","39 AV","01/25/2020",961,1380,2341,41.0508329773601
"9050","4 AV-9 ST","01/25/2020",2167,3205,5372,40.3387937453462
"9051","40 ST LOWERY ST","01/25/2020",5050,4839,9889,51.0668419455961
"9052","42 ST-BRYANT PK","01/25/2020",14831,20999,35830,41.3926876918783
"9053","42 ST-PORT AUTH","01/25/2020",52600,48994,101594,51.7747111049865
"9054","45 ST","01/25/2020",4094,2658,6752,60.6338862559242
"9055","46 ST","01/25/2020",3087,2940,6027,51.219512195122
"9056","46 ST BLISS ST","01/25/2020",7778,6676,14454,53.8120935381209
"9057","47-50 STS ROCK","01/25/2020",17690,21723,39413,44.8836678253368
"9058","49 ST","01/25/2020",8154,4047,12201,66.8305876567495
"9059","4AV-9 ST","01/25/2020",4795,3661,8456,56.705298013245
"9060","5 AV/53 ST","01/25/2020",6170,9486,15656,39.4098109351048
"9061","5 AV/59 ST","01/25/2020",6424,3938,10362,61.9957537154989
"9062","5 AVE","01/25/2020",4925,4990,9915,49.6722138174483
"9063","50 ST","01/25/2020",20217,20870,41087,49.2053447562489
"9064","51 ST","01/25/2020",8790,9703,18493,47.5314984048018
"9065","52 ST","01/25/2020",3775,4189,7964,47.4008036162732
"9066","53 ST","01/25/2020",4936,5421,10357,47.6585883943227
"9067","55 ST","01/25/2020",614,293,907,67.6957001102536
"9068","57 ST","01/25/2020",7594,8422,16016,47.4150849150849
"9069","57 ST-7 AV","01/25/2020",18930,11293,30223,62.6344174966085
"9070","59 ST","01/25/2020",29535,23918,53453,55.2541485042935
"9071","59 ST COLUMBUS","01/25/2020",36458,32672,69130,52.7383191089252
"9072","6 AV","01/25/2020",898,857,1755,51.1680911680912
"9073","61 ST WOODSIDE","01/25/2020",9162,9812,18974,48.2871297565089
"9074","63 DR-REGO PARK","01/25/2020",5306,1527,6833,77.6525684179716
"9075","65 ST","01/25/2020",1274,977,2251,56.5970679697912
"9076","66 ST-LINCOLN","01/25/2020",15134,15349,30483,49.6473444214808
"9077","67 AV","01/25/2020",2636,1205,3841,68.6279614683676
"9078","68ST-HUNTER CO","01/25/2020",7529,6976,14505,51.9062392278525
"9079","69 ST","01/25/2020",3569,4141,7710,46.2905317769131
"9080","7 AV","01/25/2020",19734,17335,37069,53.2358574550163
"9081","71 ST","01/25/2020",2596,969,3565,72.8190743338008
"9082","72 ST","01/25/2020",26833,25717,52550,51.0618458610847
"9083","72 ST-2 AVE","01/25/2020",15549,12877,28426,54.6999226060649
"9084","74 ST-BROADWAY","01/25/2020",2416,3949,6365,37.9575805184603
"9085","75 AV","01/25/2020",1493,415,1908,78.2494758909853
"9086","75 ST-ELDERTS","01/25/2020",1705,1166,2871,59.3869731800766
"9087","77 ST","01/25/2020",14661,13165,27826,52.6881334004169
"9088","79 ST","01/25/2020",12404,6170,18574,66.781522558415
"9089","8 AV","01/25/2020",20571,15369,35940,57.237061769616
"9090","8 ST-NYU","01/25/2020",3475,6190,9665,35.9544749094672
"9091","80 ST","01/25/2020",125,239,364,34.3406593406593
"9092","81 ST-MUSEUM","01/25/2020",9950,7219,17169,57.9532879026152
"9093","82 ST-JACKSON H","01/25/2020",11270,13178,24448,46.0978403141361
"9094","85 ST-FOREST PK","01/25/2020",1884,993,2877,65.4848800834202
"9095","86 ST","01/25/2020",44239,47579,91818,48.1811845171971
"9096","86 ST-2 AVE","01/25/2020",17122,12748,29870,57.3217274857717
"9097","88 ST","01/25/2020",73,124,197,37.0558375634518
"9098","9 AV","01/25/2020",2945,3338,6283,46.8725131306701
"9099","90 ST-ELMHURST","01/25/2020",11174,5499,16673,67.0185329574762
"9100","96 ST","01/25/2020",32130,27935,60065,53.4920502788646
"9101","96 ST-2 AVE","01/25/2020",11120,8499,19619,56.6797492226923
"9102","9TH STREET","01/25/2020",517,102,619,83.5218093699515
"9103","ALABAMA AV","01/25/2020",1219,1388,2607,46.7587265055619
"9104","ALLERTON AV","01/25/2020",2891,1509,4400,65.7045454545455
"9105","AQUEDUCT N.COND","01/25/2020",284,985,1269,22.3798266351458
"9106","AQUEDUCT RACETR","01/25/2020",1270,177,1447,87.767795438839
"9107","ASTOR PL","01/25/2020",12575,13020,25595,49.1306895878101
"9108","ASTORIA BLVD","01/25/2020",4701,4503,9204,51.0756192959583
"9109","ASTORIA DITMARS","01/25/2020",8269,7832,16101,51.3570585677908
"9110","ATL AV-BARCLAY","01/25/2020",19888,22602,42490,46.8063073664392
"9111","ATLANTIC AV","01/25/2020",524,285,809,64.7713226205192
"9112","AVENUE H","01/25/2020",1324,1325,2649,49.9811249528124
"9113","AVENUE I","01/25/2020",396,208,604,65.5629139072848
"9114","AVENUE J","01/25/2020",2463,1336,3799,64.8328507501974
"9115","AVENUE M","01/25/2020",1943,767,2710,71.6974169741697
"9116","AVENUE N","01/25/2020",1133,443,1576,71.8908629441624
"9117","AVENUE P","01/25/2020",1080,407,1487,72.6294552790854
"9118","AVENUE U","01/25/2020",6130,3346,9476,64.6897425073871
"9119","AVENUE X","01/25/2020",1079,668,1747,61.763022323984
"9120","B'WAY-LAFAYETTE","01/25/2020",16078,20704,36782,43.7115980642706
"9121","BAY 50 ST","01/25/2020",1208,213,1421,85.0105559465165
"9122","BAY PKWY","01/25/2020",6865,6357,13222,51.9210406897595
"9123","BAY RIDGE AV","01/25/2020",3903,4521,8424,46.3319088319088
"9124","BAY RIDGE-95 ST","01/25/2020",2405,1802,4207,57.1666270501545
"9125","BAYCHESTER AV","01/25/2020",1352,356,1708,79.1569086651054
"9126","BEACH 105 ST","01/25/2020",37,74,111,33.3333333333333
"9127","BEACH 25 ST","01/25/2020",668,896,1564,42.7109974424552
"9128","BEACH 36 ST","01/25/2020",385,523,908,42.4008810572687
"9129","BEACH 44 ST","01/25/2020",282,473,755,37.3509933774834
"9130","BEACH 60 ST","01/25/2020",864,801,1665,51.8918918918919
"9131","BEACH 67 ST","01/25/2020",954,799,1753,54.4209925841415
"9132","BEACH 90 ST","01/25/2020",244,275,519,47.0134874759152
"9133","BEACH 98 ST","01/25/2020",124,146,270,45.9259259259259
"9134","BEDFORD AV","01/25/2020",13040,9195,22235,58.6462783899258
"9135","BEDFORD PK BLVD","01/25/2020",5698,4777,10475,54.3961813842482
"9136","BEDFORD-NOSTRAN","01/25/2020",13188,7916,21104,62.4905231235785
"9137","BERGEN ST","01/25/2020",9666,7326,16992,56.885593220339
"9138","BEVERLEY ROAD","01/25/2020",1973,1976,3949,49.9620157001773
"9139","BEVERLY RD","01/25/2020",2061,569,2630,78.3650190114068
"9140","BLEECKER ST","01/25/2020",10340,4723,15063,68.6450242315608
"9141","BOROUGH HALL","01/25/2020",10780,8838,19618,54.9495361402793
"9142","BOTANIC GARDEN","01/25/2020",557,1181,1738,32.04833141542
"9143","BOWERY","01/25/2020",2989,2844,5833,51.2429281673238
"9144","BOWLING GREEN","01/25/2020",6351,6832,13183,48.1756808010316
"9145","BRIARWOOD","01/25/2020",2002,1299,3301,60.6482883974553
"9146","BRIGHTON BEACH","01/25/2020",4957,3102,8059,61.5088720684948
"9147","BROAD CHANNEL","01/25/2020",47,42,89,52.8089887640449
"9148","BROAD ST","01/25/2020",444,136,580,76.551724137931
"9149","BROADWAY","01/25/2020",8817,9282,18099,48.7153986408089
"9150","BROADWAY JCT","01/25/2020",4934,5133,10067,49.0116221317175
"9151","BRONX PARK EAST","01/25/2020",1201,611,1812,66.280353200883
"9152","BROOK AV","01/25/2020",3278,2030,5308,61.7558402411454
"9153","BROOKLYN BRIDGE","01/25/2020",5350,5004,10354,51.6708518446977
"9154","BUHRE AV","01/25/2020",1523,1960,3483,43.726672408843
"9155","BURKE AV","01/25/2020",1734,976,2710,63.9852398523985
"9156","BURNSIDE AV","01/25/2020",4877,3349,8226,59.2876246049113
"9157","BUSHWICK AV","01/25/2020",975,830,1805,54.016620498615
"9158","CANAL ST","01/25/2020",38251,33535,71786,53.2847630457192
"9159","CANARSIE-ROCKAW","01/25/2020",11088,6558,17646,62.8357701462088
"9160","CARROLL ST","01/25/2020",5648,3298,8946,63.134361725911
"9161","CASTLE HILL AV","01/25/2020",3126,3910,7036,44.4286526435475
"9162","CATHEDRAL PKWY","01/25/2020",13101,7461,20562,63.7146192004669
"9163","CENTRAL AV","01/25/2020",3657,3781,7438,49.1664425920946
"9164","CENTRAL PK N110","01/25/2020",4592,4711,9303,49.3604213694507
"9165","CHAMBERS ST","01/25/2020",16441,19163,35604,46.1773957982249
"9166","CHAUNCEY ST","01/25/2020",2245,1281,3526,63.6698808848554
"9167","CHRISTOPHER ST","01/25/2020",7624,7442,15066,50.6040090269481
"9168","CHURCH AV","01/25/2020",17991,13560,31551,57.0219644385281
"9169","CITY / BUS","01/25/2020",485,2094,2579,18.8057386583947
"9170","CITY HALL","01/25/2020",1278,793,2071,61.7093191694833
"9171","CLARK ST","01/25/2020",3135,2014,5149,60.8856088560886
"9172","CLASSON AV","01/25/2020",3501,3605,7106,49.2682240360259
"9173","CLEVELAND ST","01/25/2020",1509,1938,3447,43.7771975630983
"9174","CLINTON-WASH AV","01/25/2020",6912,5149,12061,57.3086808722328
"9175","CONEY IS-STILLW","01/25/2020",5606,5535,11141,50.3186428507315
"9176","CORTELYOU RD","01/25/2020",3700,1133,4833,76.5570039313056
"9177","CORTLANDT ST","01/25/2020",9552,8533,18085,52.8172518661875
"9178","COURT SQ","01/25/2020",6289,6871,13160,47.7887537993921
"9179","COURT SQ-23 ST","01/25/2020",2311,1053,3364,68.6979785969084
"9180","CRESCENT ST","01/25/2020",2522,3235,5757,43.8075386486017
"9181","CROWN HTS-UTICA","01/25/2020",12367,10936,23303,53.0704201175814
"9182","CYPRESS AV","01/25/2020",1604,1634,3238,49.5367510809141
"9183","CYPRESS HILLS","01/25/2020",659,460,1119,58.8918677390527
"9184","DEKALB AV","01/25/2020",13395,4921,18316,73.1327800829876
"9185","DELANCEY/ESSEX","01/25/2020",21415,17874,39289,54.5063503779684
"9186","DITMAS AV","01/25/2020",1579,1085,2664,59.2717717717718
"9187","DYCKMAN ST","01/25/2020",8207,895,9102,90.1669962645572
"9188","E 143/ST MARY'S","01/25/2020",364,431,795,45.7861635220126
"9189","E 149 ST","01/25/2020",2256,2626,4882,46.2105694387546
"9190","E 180 ST","01/25/2020",3632,3522,7154,50.7688006709533
"9191","EAST 105 ST","01/25/2020",1446,1769,3215,44.9766718506998
"9192","EAST BROADWAY","01/25/2020",8212,5659,13871,59.202653017086
"9193","EASTCHSTER/DYRE","01/25/2020",1499,2045,3544,42.2968397291196
"9194","EASTN PKWY-MUSM","01/25/2020",3009,3332,6341,47.4530831099196
"9195","ELDER AV","01/25/2020",3806,4421,8227,46.2623070378024
"9196","ELMHURST AV","01/25/2020",1933,448,2381,81.1843763124737
"9197","EUCLID AV","01/25/2020",12888,3882,16770,76.8515205724508
"9198","EXCHANGE PLACE","01/25/2020",6564,7588,14152,46.3821368004522
"9199","FAR ROCKAWAY","01/25/2020",1899,2191,4090,46.4303178484108
"9200","FLATBUSH AV-B.C","01/25/2020",7701,6381,14082,54.6868342564977
"9201","FLUSHING AV","01/25/2020",30035,13832,43867,68.4683247087788
"9202","FLUSHING-MAIN","01/25/2020",29929,28792,58721,50.968137463599
"9203","FORDHAM RD","01/25/2020",12150,5842,17992,67.5300133392619
"9204","FOREST AVE","01/25/2020",2683,2369,5052,53.1076801266825
"9205","FOREST HILLS 71","01/25/2020",12312,8161,20473,60.1377423924193
"9206","FRANKLIN AV","01/25/2020",9993,9204,19197,52.055008595093
"9207","FRANKLIN ST","01/25/2020",2539,1582,4121,61.6112594030575
"9208","FREEMAN ST","01/25/2020",2363,2629,4992,47.3357371794872
"9209","FRESH POND RD","01/25/2020",3021,3886,6907,43.738236571594
"9210","FT HAMILTON PKY","01/25/2020",7404,4277,11681,63.3849841623149
"9211","FULTON ST","01/25/2020",40031,33452,73483,54.4765455955799
"9212","GATES AV","01/25/2020",4376,2131,6507,67.2506531427693
"9213","GRAHAM AV","01/25/2020",3653,2663,6316,57.837238758708
"9214","GRAND ARMY PLAZ","01/25/2020",4187,1923,6110,68.5270049099836
"9215","GRAND ST","01/25/2020",17229,14548,31777,54.218459892375
"9216","GRAND-NEWTOWN","01/25/2020",4956,4483,9439,52.5055620298761
"9217","GRD CNTRL-42 ST","01/25/2020",50072,48210,98282,50.9472741702448
"9218","GREENPOINT AV","01/25/2020",6137,6265,12402,49.4839542009353
"9219","GROVE STREET","01/25/2020",8870,11190,20060,44.2173479561316
"9220","GUN HILL RD","01/25/2020",4921,5823,10744,45.8023082650782
"9221","HALSEY ST","01/25/2020",7484,4587,12071,61.9998343136443
"9222","HARLEM 148 ST","01/25/2020",2014,2058,4072,49.4597249508841
"9223","HARRISON","01/25/2020",1876,3984,5860,32.0136518771331
"9224","HEWES ST","01/25/2020",2587,2487,5074,50.9854158454868
"9225","HIGH ST","01/25/2020",3492,4272,7764,44.9768160741886
"9226","HOUSTON ST","01/25/2020",5492,4899,10391,52.8534308536233
"9227","HOWARD BCH JFK","01/25/2020",2123,1287,3410,62.258064516129
"9228","HOYT ST","01/25/2020",3957,3891,7848,50.4204892966361
"9229","HOYT-SCHER","01/25/2020",7117,6622,13739,51.8014411529223
"9230","HUNTERS PT AV","01/25/2020",1207,1132,2339,51.603249251817
"9231","HUNTS POINT AV","01/25/2020",4474,4342,8816,50.7486388384755
"9232","INTERVALE AV","01/25/2020",1558,1925,3483,44.731553258685
"9233","INWOOD-207 ST","01/25/2020",9043,5655,14698,61.5253776023949
"9234","JACKSON AV","01/25/2020",2558,742,3300,77.5151515151515
"9235","JAMAICA 179 ST","01/25/2020",7501,4093,11594,64.697257202001
"9236","JAMAICA CENTER","01/25/2020",13057,12408,25465,51.2742980561555
"9237","JAMAICA VAN WK","01/25/2020",1927,2314,4241,45.4373968403678
"9238","JAY ST-METROTEC","01/25/2020",14602,10573,25175,58.0019860973188
"9239","JEFFERSON ST","01/25/2020",4138,1212,5350,77.3457943925234
"9240","JFK JAMAICA CT1","01/25/2020",6572,5683,12255,53.6270909832721
"9241","JKSN HT-ROOSVLT","01/25/2020",33437,23405,56842,58.8244607860385
"9242","JOURNAL SQUARE","01/25/2020",11060,9409,20469,54.0329278421027
"9243","JUNCTION BLVD","01/25/2020",13650,12397,26047,52.4052674012362
"9244","JUNIUS ST","01/25/2020",1139,1587,2726,41.7828319882612
"9245","KEW GARDENS","01/25/2020",9848,10809,20657,47.6739119910926
"9246","KINGS HWY","01/25/2020",11077,10874,21951,50.462393512824
"9247","KINGSBRIDGE RD","01/25/2020",9049,7354,16403,55.1667377918673
"9248","KINGSTON AV","01/25/2020",2256,2107,4363,51.7075406830163
"9249","KINGSTON-THROOP","01/25/2020",3871,4266,8137,47.5728155339806
"9250","KNICKERBOCKER","01/25/2020",4026,4225,8251,48.794085565386
"9251","KOSCIUSZKO ST","01/25/2020",3475,1512,4987,69.6811710447163
"9252","LACKAWANNA","01/25/2020",104,243,347,29.971181556196
"9253","LAFAYETTE AV","01/25/2020",2540,1870,4410,57.5963718820862
"9254","LEXINGTON AV/53","01/25/2020",10931,12922,23853,45.8265207730684
"9255","LEXINGTON AV/63","01/25/2020",7751,11036,18787,41.2572523553521
"9256","LIBERTY AV","01/25/2020",1234,903,2137,57.74450163781
"9257","LIVONIA AV","01/25/2020",1398,1357,2755,50.7441016333938
"9258","LONGWOOD AV","01/25/2020",1227,1100,2327,52.7288354103997
"9259","LORIMER ST","01/25/2020",6428,3775,10203,63.0010781142801
"9260","MARBLE HILL-225","01/25/2020",1361,378,1739,78.2633697527315
"9261","MARCY AV","01/25/2020",9125,8264,17389,52.4757030306516
"9262","METROPOLITAN AV","01/25/2020",8545,7747,16292,52.4490547507979
"9263","METS-WILLETS PT","01/25/2020",2527,2413,4940,51.1538461538461
"9264","MIDDLETOWN RD","01/25/2020",733,899,1632,44.9142156862745
"9265","MONTROSE AV","01/25/2020",3138,2190,5328,58.8963963963964
"9266","MORGAN AV","01/25/2020",3634,2129,5763,63.0574353635259
"9267","MORISN AV/SNDVW","01/25/2020",3351,3693,7044,47.572402044293
"9268","MORRIS PARK","01/25/2020",598,975,1573,38.0165289256198
"9269","MOSHOLU PKWY","01/25/2020",3971,1445,5416,73.3197932053176
"9270","MT EDEN AV","01/25/2020",2510,2020,4530,55.4083885209713
"9271","MYRTLE AV","01/25/2020",7515,5810,13325,56.3977485928705
"9272","MYRTLE-WILLOUGH","01/25/2020",3292,2084,5376,61.235119047619
"9273","MYRTLE-WYCKOFF","01/25/2020",10205,7233,17438,58.521619451772
"9274","NASSAU AV","01/25/2020",6211,7545,13756,45.1512067461471
"9275","NECK RD","01/25/2020",1933,602,2535,76.2524654832347
"9276","NEPTUNE AV","01/25/2020",562,195,757,74.2404227212682
"9277","NEREID AV","01/25/2020",1509,878,2387,63.2174277335568
"9278","NEVINS ST","01/25/2020",5052,5340,10392,48.6143187066975
"9279","NEW LOTS","01/25/2020",1776,2373,4149,42.8054953000723
"9280","NEW LOTS AV","01/25/2020",2689,3190,5879,45.7390712706243
"9281","NEW UTRECHT AV","01/25/2020",1912,1634,3546,53.9199097574732
"9282","NEWARK BM BW","01/25/2020",5029,440,5469,91.9546535015542
"9283","NEWARK C","01/25/2020",816,116,932,87.5536480686695
"9284","NEWARK HW BMEBE","01/25/2020",624,136,760,82.1052631578947
"9285","NEWKIRK AV","01/25/2020",3427,3339,6766,50.6503103754064
"9286","NEWKIRK PLAZA","01/25/2020",5105,5603,10708,47.674635786328
"9287","NORTHERN BLVD","01/25/2020",2091,2151,4242,49.2927864214993
"9288","NORWOOD 205 ST","01/25/2020",4466,4308,8774,50.900387508548
"9289","NORWOOD AV","01/25/2020",1672,2090,3762,44.4444444444444
"9290","NOSTRAND AV","01/25/2020",12585,11960,24545,51.2731717254023
"9291","OCEAN PKWY","01/25/2020",1399,723,2122,65.928369462771
"9292","OZONE PK LEFFRT","01/25/2020",12,27,39,30.7692307692308
"9293","PARK PLACE","01/25/2020",1648,2119,3767,43.7483408547916
"9294","PARKCHESTER","01/25/2020",7026,8892,15918,44.1387108933283
"9295","PARKSIDE AV","01/25/2020",3942,3020,6962,56.6216604424016
"9296","PARSONS BLVD","01/25/2020",3336,3347,6683,49.917701631004
"9297","PATH NEW WTC","01/25/2020",24113,19989,44102,54.6755249195048
"9298","PATH WTC 2","01/25/2020",1981,3089,5070,39.0729783037475
"9299","PAVONIA/NEWPORT","01/25/2020",403,1318,1721,23.4166182452063
"9300","PELHAM BAY PARK","01/25/2020",2982,2283,5265,56.6381766381766
"9301","PELHAM PKWY","01/25/2020",5379,3783,9162,58.7098886705959
"9302","PENNSYLVANIA AV","01/25/2020",2147,1203,3350,64.089552238806
"9303","PRESIDENT ST","01/25/2020",1674,2090,3764,44.4739638682253
"9304","PRINCE ST","01/25/2020",2558,6233,8791,29.0979410761006
"9305","PROSPECT AV","01/25/2020",6145,4054,10199,60.2510050004902
"9306","PROSPECT PARK","01/25/2020",4611,4424,9035,51.0348644161594
"9307","QUEENS PLAZA","01/25/2020",7456,7599,15055,49.5250747260046
"9308","QUEENSBORO PLZ","01/25/2020",10466,3496,13962,74.960607362842
"9309","RALPH AV","01/25/2020",3404,2261,5665,60.0882612533098
"9310","RECTOR ST","01/25/2020",4802,3074,7876,60.9700355510411
"9311","RIT-MANHATTAN","01/25/2020",3356,40,3396,98.8221436984688
"9312","RIT-ROOSEVELT","01/25/2020",1562,48,1610,97.0186335403727
"9313","ROCKAWAY AV","01/25/2020",5591,5107,10698,52.2621050663675
"9314","ROCKAWAY BLVD","01/25/2020",1653,732,2385,69.3081761006289
"9315","ROCKAWAY PARK B","01/25/2020",245,383,628,39.0127388535032
"9316","ROOSEVELT ISLND","01/25/2020",3323,1141,4464,74.4399641577061
"9317","SARATOGA AV","01/25/2020",2283,2892,5175,44.1159420289855
"9318","SENECA AVE","01/25/2020",2860,2872,5732,49.8953244940684
"9319","SHEEPSHEAD BAY","01/25/2020",5289,5950,11239,47.0593469169855
"9320","SHEPHERD AV","01/25/2020",1511,1130,2641,57.2131768269595
"9321","SIMPSON ST","01/25/2020",4461,1766,6227,71.6396338525775
"9322","SMITH-9 ST","01/25/2020",2497,3655,6152,40.5884265279584
"9323","SOUTH FERRY","01/25/2020",5085,4531,9616,52.880615640599
"9324","SPRING ST","01/25/2020",13611,11130,24741,55.0139444646538
"9325","ST LAWRENCE AV","01/25/2020",2429,2767,5196,46.7474980754426
"9326","STEINWAY ST","01/25/2020",5691,5475,11166,50.9672219236969
"9327","STERLING ST","01/25/2020",3097,2209,5306,58.3678854127403
"9328","SUTPHIN BLVD","01/25/2020",2068,1955,4023,51.404424558787
"9329","SUTPHIN-ARCHER","01/25/2020",13125,11958,25083,52.326276761153
"9330","SUTTER AV","01/25/2020",1654,1804,3458,47.8311162521689
"9331","SUTTER AV-RUTLD","01/25/2020",3148,3953,7101,44.3317842557386
"9332","THIRTY ST","01/25/2020",1421,33,1454,97.7303988995873
"9333","THIRTY THIRD ST","01/25/2020",2028,111,2139,94.8106591865358
"9334","TIMES SQ-42 ST","01/25/2020",45750,47566,93316,49.0269621501136
"9335","TREMONT AV","01/25/2020",5125,3666,8791,58.2982595836651
"9336","TWENTY THIRD ST","01/25/2020",782,261,1043,74.9760306807287
"9337","UNION ST","01/25/2020",4320,3745,8065,53.5647861128332
"9338","UTICA AV","01/25/2020",9176,8836,18012,50.9438152342882
"9339","V.CORTLANDT PK","01/25/2020",2418,891,3309,73.0734360834089
"9340","VAN SICLEN AV","01/25/2020",2709,3758,6467,41.889593319932
"9341","VAN SICLEN AVE","01/25/2020",1552,2015,3567,43.5099523409027
"9342","VERNON-JACKSON","01/25/2020",7083,6286,13369,52.9807764230683
"9343","W 4 ST-WASH SQ","01/25/2020",30185,30789,60974,49.5047069242628
"9344","W 8 ST-AQUARIUM","01/25/2020",770,581,1351,56.9948186528497
"9345","WAKEFIELD/241","01/25/2020",2617,3603,6220,42.0739549839228
"9346","WALL ST","01/25/2020",12147,8686,20833,58.3065329045265
"9347","WEST FARMS SQ","01/25/2020",3617,3169,6786,53.3009136457412
"9348","WESTCHESTER SQ","01/25/2020",2404,2740,5144,46.7340590979782
"9349","WHITEHALL S-FRY","01/25/2020",4824,5086,9910,48.678102926337
"9350","WHITLOCK AV","01/25/2020",953,1120,2073,45.9720212252774
"9351","WILSON AV","01/25/2020",2326,2316,4642,50.1077121930202
"9352","WINTHROP ST","01/25/2020",2942,735,3677,80.0108784335056
"9353","WOODHAVEN BLVD","01/25/2020",11042,9838,20880,52.8831417624521
"9354","WOODLAWN","01/25/2020",3249,1129,4378,74.211968935587
"9355","WORLD TRADE CTR","01/25/2020",7331,4583,11914,61.5326506630854
"9356","WTC-CORTLANDT","01/25/2020",7240,5517,12757,56.7531551305166
"9357","YORK ST","01/25/2020",5227,3344,8571,60.9847159024618
"9358","ZEREGA AV","01/25/2020",1135,1279,2414,47.0173985086993
"9359","1 AV","01/26/2020",5886,6485,12371,47.5790154393339
"9360","103 ST","01/26/2020",14272,10891,25163,56.7181973532568
"9361","103 ST-CORONA","01/26/2020",11056,10125,21181,52.1977243756197
"9362","104 ST","01/26/2020",1002,550,1552,64.5618556701031
"9363","110 ST","01/26/2020",4584,4607,9191,49.8748775976499
"9364","111 ST","01/26/2020",6705,5188,11893,56.3777011687547
"9365","116 ST","01/26/2020",17376,11878,29254,59.3970055377043
"9366","116 ST-COLUMBIA","01/26/2020",6530,3355,9885,66.0596863935255
"9367","121 ST","01/26/2020",1033,762,1795,57.5487465181059
"9368","125 ST","01/26/2020",37983,35282,73265,51.8433085375009
"9369","135 ST","01/26/2020",9049,4657,13706,66.0221800671239
"9370","137 ST CITY COL","01/26/2020",11272,12653,23925,47.1138975966562
"9371","138/GRAND CONC","01/26/2020",775,827,1602,48.3770287141074
"9372","14 ST","01/26/2020",31391,29805,61196,51.2958363291718
"9373","14 ST-UNION SQ","01/26/2020",54626,58051,112677,48.4801689785848
"9374","145 ST","01/26/2020",15008,15603,30611,49.0281271438372
"9375","149/GRAND CONC","01/26/2020",4690,3965,8655,54.1883304448296
"9376","15 ST-PROSPECT","01/26/2020",3015,2067,5082,59.3270365997639
"9377","155 ST","01/26/2020",4031,3379,7410,54.3994601889339
"9378","157 ST","01/26/2020",2,6,8,25
"9379","161/YANKEE STAD","01/26/2020",8938,5651,14589,61.2653368976626
"9380","163 ST-AMSTERDM","01/26/2020",3260,3440,6700,48.6567164179104
"9381","167 ST","01/26/2020",7542,6043,13585,55.5171144644829
"9382","168 ST","01/26/2020",10879,6437,17316,62.8262878262878
"9383","169 ST","01/26/2020",3289,3273,6562,50.1219140505943
"9384","170 ST","01/26/2020",6942,5409,12351,56.2059752246782
"9385","174 ST","01/26/2020",2329,3116,5445,42.77318640955
"9386","174-175 STS","01/26/2020",2394,1530,3924,61.0091743119266
"9387","175 ST","01/26/2020",8577,5842,14419,59.4840141479992
"9388","176 ST","01/26/2020",2516,1693,4209,59.7766690425279
"9389","18 AV","01/26/2020",7150,4401,11551,61.8994026491213
"9390","18 ST","01/26/2020",3227,2509,5736,56.2587168758717
"9391","181 ST","01/26/2020",7361,7635,14996,49.0864230461456
"9392","182-183 STS","01/26/2020",1649,1141,2790,59.1039426523297
