"","station_name","date","daily_entries","daily_exits","daily_total","percent_entries"
"9522","BROOK AV","01/26/2020",2638,1287,3925,67.2101910828026
"9523","BROOKLYN BRIDGE","01/26/2020",6015,5183,11198,53.7149490980532
"9524","BUHRE AV","01/26/2020",1247,1339,2586,48.2211910286156
"9525","BURKE AV","01/26/2020",1456,823,2279,63.8876700307152
"9526","BURNSIDE AV","01/26/2020",4274,2731,7005,61.0135617416131
"9527","BUSHWICK AV","01/26/2020",912,829,1741,52.3836875358989
"9528","CANAL ST","01/26/2020",36266,30786,67052,54.0863807194416
"9529","CANARSIE-ROCKAW","01/26/2020",3703,2025,5728,64.6473463687151
"9530","CARROLL ST","01/26/2020",5065,3023,8088,62.6236399604352
"9531","CASTLE HILL AV","01/26/2020",2606,3153,5759,45.2509116166001
"9532","CATHEDRAL PKWY","01/26/2020",10563,6308,16871,62.6103965384387
"9533","CENTRAL AV","01/26/2020",3526,3813,7339,48.0446927374302
"9534","CENTRAL PK N110","01/26/2020",4366,5088,9454,46.181510471758
"9535","CHAMBERS ST","01/26/2020",14339,19462,33801,42.4218218395905
"9536","CHAUNCEY ST","01/26/2020",2007,967,2974,67.4848688634835
"9537","CHRISTOPHER ST","01/26/2020",7104,6019,13123,54.1339632705936
"9538","CHURCH AV","01/26/2020",15703,12959,28662,54.7868257623334
"9539","CITY / BUS","01/26/2020",2498,4105,6603,37.8312888081175
"9540","CITY HALL","01/26/2020",1643,903,2546,64.5326001571092
"9541","CLARK ST","01/26/2020",3296,2482,5778,57.0439598476982
"9542","CLASSON AV","01/26/2020",3033,3529,6562,46.2206644315757
"9543","CLEVELAND ST","01/26/2020",1263,1712,2975,42.453781512605
"9544","CLINTON-WASH AV","01/26/2020",6138,4823,10961,55.9985402791716
"9545","CONEY IS-STILLW","01/26/2020",5920,5483,11403,51.9161624134
"9546","CORTELYOU RD","01/26/2020",3426,1086,4512,75.9308510638298
"9547","CORTLANDT ST","01/26/2020",9869,8267,18136,54.4166299073666
"9548","COURT SQ","01/26/2020",5273,6101,11374,46.3601195709513
"9549","COURT SQ-23 ST","01/26/2020",2000,812,2812,71.1237553342816
"9550","CRESCENT ST","01/26/2020",2225,2860,5085,43.756145526057
"9551","CROWN HTS-UTICA","01/26/2020",10724,10092,20816,51.5180630284397
"9552","CYPRESS AV","01/26/2020",1289,1221,2510,51.3545816733068
"9553","CYPRESS HILLS","01/26/2020",585,411,996,58.7349397590361
"9554","DEKALB AV","01/26/2020",12091,4341,16432,73.582035053554
"9555","DELANCEY/ESSEX","01/26/2020",20935,16092,37027,56.5398222918411
"9556","DITMAS AV","01/26/2020",1819,1143,2962,61.4112086428089
"9557","DYCKMAN ST","01/26/2020",7762,995,8757,88.6376612995318
"9558","E 143/ST MARY'S","01/26/2020",260,305,565,46.0176991150442
"9559","E 149 ST","01/26/2020",1868,1972,3840,48.6458333333333
"9560","E 180 ST","01/26/2020",3068,3122,6190,49.5638126009693
"9561","EAST 105 ST","01/26/2020",1128,1427,2555,44.1487279843444
"9562","EAST BROADWAY","01/26/2020",7635,4661,12296,62.0933636955107
"9563","EASTCHSTER/DYRE","01/26/2020",1180,1421,2601,45.3671664744329
"9564","EASTN PKWY-MUSM","01/26/2020",2384,3078,5462,43.6470157451483
"9565","ELDER AV","01/26/2020",3224,3557,6781,47.5446099395369
"9566","ELMHURST AV","01/26/2020",1573,403,1976,79.6052631578947
"9567","EUCLID AV","01/26/2020",10583,2525,13108,80.7369545315838
"9568","EXCHANGE PLACE","01/26/2020",4303,5990,10293,41.8051102691149
"9569","FAR ROCKAWAY","01/26/2020",1749,2128,3877,45.1122001547588
"9570","FLATBUSH AV-B.C","01/26/2020",6425,5045,11470,56.0156931124673
"9571","FLUSHING AV","01/26/2020",6061,3995,10056,60.2724741447892
"9572","FLUSHING-MAIN","01/26/2020",28803,27234,56037,51.3999678783661
"9573","FORDHAM RD","01/26/2020",10368,4950,15318,67.6850763807286
"9574","FOREST AVE","01/26/2020",2325,2174,4499,51.6781507001556
"9575","FOREST HILLS 71","01/26/2020",11169,7437,18606,60.0290228958401
"9576","FRANKLIN AV","01/26/2020",8891,8482,17373,51.1771139123928
"9577","FRANKLIN ST","01/26/2020",1946,1492,3438,56.6026759744037
"9578","FREEMAN ST","01/26/2020",1732,2060,3792,45.6751054852321
"9579","FRESH POND RD","01/26/2020",2815,3151,5966,47.1840429098223
"9580","FT HAMILTON PKY","01/26/2020",7562,4423,11985,63.0955360867751
"9581","FULTON ST","01/26/2020",36645,30875,67520,54.272808056872
"9582","GATES AV","01/26/2020",3888,1693,5581,69.6649345995341
"9583","GRAHAM AV","01/26/2020",3060,2369,5429,56.3639712654264
"9584","GRAND ARMY PLAZ","01/26/2020",3570,1755,5325,67.0422535211268
"9585","GRAND ST","01/26/2020",15993,12501,28494,56.1276058117498
"9586","GRAND-NEWTOWN","01/26/2020",4097,4217,8314,49.2783257156603
"9587","GRD CNTRL-42 ST","01/26/2020",37336,38744,76080,49.074658254469
"9588","GREENPOINT AV","01/26/2020",5166,5132,10298,50.1650805981744
"9589","GROVE STREET","01/26/2020",7229,8786,16015,45.1389322510147
"9590","GUN HILL RD","01/26/2020",4286,4754,9040,47.4115044247788
"9591","HALSEY ST","01/26/2020",6805,5228,12033,56.5528130973157
"9592","HARLEM 148 ST","01/26/2020",1782,2060,3842,46.3820926600729
"9593","HARRISON","01/26/2020",1626,1911,3537,45.9711620016964
"9594","HEWES ST","01/26/2020",2708,2573,5281,51.2781670138231
"9595","HIGH ST","01/26/2020",4057,5094,9151,44.3339525734892
"9596","HOUSTON ST","01/26/2020",4458,4012,8470,52.6328217237308
"9597","HOWARD BCH JFK","01/26/2020",2016,1256,3272,61.6136919315403
"9598","HOYT ST","01/26/2020",3866,3746,7612,50.7882291119285
"9599","HOYT-SCHER","01/26/2020",6651,6214,12865,51.6984065293432
"9600","HUNTERS PT AV","01/26/2020",786,838,1624,48.3990147783251
"9601","HUNTS POINT AV","01/26/2020",3798,3485,7283,52.1488397638336
"9602","INTERVALE AV","01/26/2020",1364,1628,2992,45.5882352941176
"9603","INWOOD-207 ST","01/26/2020",8119,5516,13635,59.5452878621195
"9604","JACKSON AV","01/26/2020",2121,626,2747,77.2115034583182
"9605","JAMAICA 179 ST","01/26/2020",6092,3146,9238,65.9450097423685
"9606","JAMAICA CENTER","01/26/2020",10682,10400,21082,50.6688170002846
"9607","JAMAICA VAN WK","01/26/2020",1486,1692,3178,46.7589679043424
"9608","JAY ST-METROTEC","01/26/2020",12908,9503,22411,57.5967158984427
"9609","JEFFERSON ST","01/26/2020",3817,1033,4850,78.701030927835
"9610","JFK JAMAICA CT1","01/26/2020",6949,4879,11828,58.7504227257355
"9611","JKSN HT-ROOSVLT","01/26/2020",30824,22338,53162,57.9812648132124
"9612","JOURNAL SQUARE","01/26/2020",9065,8376,17441,51.9752307780517
"9613","JUNCTION BLVD","01/26/2020",11468,10286,21754,52.7167417486439
"9614","JUNIUS ST","01/26/2020",986,1493,2479,39.7741024606696
"9615","KEW GARDENS","01/26/2020",8609,9269,17878,48.1541559458552
"9616","KINGS HWY","01/26/2020",11746,11229,22975,51.1251360174102
"9617","KINGSBRIDGE RD","01/26/2020",7963,6656,14619,54.470210000684
"9618","KINGSTON AV","01/26/2020",2470,2488,4958,49.8184751916095
"9619","KINGSTON-THROOP","01/26/2020",3430,4215,7645,44.865925441465
"9620","KNICKERBOCKER","01/26/2020",3753,4037,7790,48.1771501925546
"9621","KOSCIUSZKO ST","01/26/2020",3148,1444,4592,68.5540069686411
"9622","LACKAWANNA","01/26/2020",613,1084,1697,36.122569239835
"9623","LAFAYETTE AV","01/26/2020",2560,1712,4272,59.9250936329588
"9624","LEXINGTON AV/53","01/26/2020",8794,11395,20189,43.558373371638
"9625","LEXINGTON AV/63","01/26/2020",6801,9695,16496,41.2281765276431
"9626","LIBERTY AV","01/26/2020",1188,787,1975,60.1518987341772
"9627","LIVONIA AV","01/26/2020",1209,1139,2348,51.4906303236797
"9628","LONGWOOD AV","01/26/2020",956,793,1749,54.6598056032018
"9629","LORIMER ST","01/26/2020",6591,3836,10427,63.210894792366
"9630","MARBLE HILL-225","01/26/2020",1099,362,1461,75.2224503764545
"9631","MARCY AV","01/26/2020",9994,8439,18433,54.2179786252916
"9632","METROPOLITAN AV","01/26/2020",8935,7864,16799,53.1876897434371
"9633","METS-WILLETS PT","01/26/2020",1746,1858,3604,48.4461709211987
"9634","MIDDLETOWN RD","01/26/2020",591,636,1227,48.1662591687042
"9635","MONTROSE AV","01/26/2020",2545,2027,4572,55.6649168853893
"9636","MORGAN AV","01/26/2020",3245,1995,5240,61.9274809160305
"9637","MORISN AV/SNDVW","01/26/2020",2810,3055,5865,47.9113384484228
"9638","MORRIS PARK","01/26/2020",480,606,1086,44.1988950276243
"9639","MOSHOLU PKWY","01/26/2020",3395,1306,4701,72.2186768772602
"9640","MT EDEN AV","01/26/2020",2070,1599,3669,56.4186426819297
"9641","MYRTLE AV","01/26/2020",7300,5512,12812,56.9778332812988
"9642","MYRTLE-WILLOUGH","01/26/2020",3042,1893,4935,61.6413373860182
"9643","MYRTLE-WYCKOFF","01/26/2020",8860,6985,15845,55.9166929630798
"9644","NASSAU AV","01/26/2020",5753,6184,11937,48.1946887827762
"9645","NECK RD","01/26/2020",1927,567,2494,77.2654370489174
"9646","NEPTUNE AV","01/26/2020",542,228,770,70.3896103896104
"9647","NEREID AV","01/26/2020",1269,707,1976,64.2206477732794
"9648","NEVINS ST","01/26/2020",3961,4126,8087,48.9798441943861
"9649","NEW LOTS","01/26/2020",1516,2042,3558,42.6082068577853
"9650","NEW LOTS AV","01/26/2020",2415,3018,5433,44.4505797901712
"9651","NEW UTRECHT AV","01/26/2020",2347,1936,4283,54.79803875788
"9652","NEWARK BM BW","01/26/2020",4613,412,5025,91.8009950248756
"9653","NEWARK C","01/26/2020",661,75,736,89.8097826086957
"9654","NEWARK HW BMEBE","01/26/2020",516,102,618,83.495145631068
"9655","NEWKIRK AV","01/26/2020",2964,2501,5465,54.2360475754803
"9656","NEWKIRK PLAZA","01/26/2020",4628,4898,9526,48.5828259500315
"9657","NORTHERN BLVD","01/26/2020",1871,1716,3587,52.1605798717591
"9658","NORWOOD 205 ST","01/26/2020",3978,3967,7945,50.0692259282568
"9659","NORWOOD AV","01/26/2020",1401,1837,3238,43.2674490426189
"9660","NOSTRAND AV","01/26/2020",10913,11229,22142,49.2864239906061
"9661","OCEAN PKWY","01/26/2020",1537,742,2279,67.4418604651163
"9662","PARK PLACE","01/26/2020",1540,1844,3384,45.5082742316785
"9663","PARKCHESTER","01/26/2020",5902,6404,12306,47.9603445473753
"9664","PARKSIDE AV","01/26/2020",3978,3034,7012,56.7313177410154
"9665","PARSONS BLVD","01/26/2020",2793,2905,5698,49.017199017199
"9666","PATH NEW WTC","01/26/2020",28647,21493,50140,57.1340247307539
"9667","PATH WTC 2","01/26/2020",1751,10959,12710,13.7765538945712
"9668","PAVONIA/NEWPORT","01/26/2020",3029,3139,6168,49.1083009079118
"9669","PELHAM BAY PARK","01/26/2020",2626,1994,4620,56.8398268398268
"9670","PELHAM PKWY","01/26/2020",4492,2921,7413,60.5962498313773
"9671","PENNSYLVANIA AV","01/26/2020",1960,1134,3094,63.3484162895928
"9672","PRESIDENT ST","01/26/2020",1358,1869,3227,42.0824295010846
"9673","PRINCE ST","01/26/2020",2807,6235,9042,31.0440168104402
"9674","PROSPECT AV","01/26/2020",5367,3573,8940,60.0335570469799
"9675","PROSPECT PARK","01/26/2020",4588,4658,9246,49.6214579277525
"9676","QUEENS PLAZA","01/26/2020",6643,6701,13344,49.7826738609113
"9677","QUEENSBORO PLZ","01/26/2020",9158,3036,12194,75.1025094308676
"9678","RALPH AV","01/26/2020",3144,1985,5129,61.2984987326964
"9679","RECTOR ST","01/26/2020",4546,2971,7517,60.4762538246641
"9680","RIT-MANHATTAN","01/26/2020",5019,46,5065,99.0918065153011
"9681","RIT-ROOSEVELT","01/26/2020",2563,74,2637,97.1937808115283
"9682","ROCKAWAY AV","01/26/2020",5040,4847,9887,50.9760291291595
"9683","ROCKAWAY BLVD","01/26/2020",1117,436,1553,71.9253058596265
"9684","ROCKAWAY PARK B","01/26/2020",228,280,508,44.8818897637795
"9685","ROOSEVELT ISLND","01/26/2020",3336,1288,4624,72.1453287197232
"9686","SARATOGA AV","01/26/2020",1970,2502,4472,44.0518783542039
"9687","SENECA AVE","01/26/2020",2634,2753,5387,48.8954891405235
"9688","SHEEPSHEAD BAY","01/26/2020",5032,5373,10405,48.3613647284959
"9689","SHEPHERD AV","01/26/2020",1313,1001,2314,56.7415730337079
"9690","SIMPSON ST","01/26/2020",3722,1465,5187,71.756313861577
"9691","SMITH-9 ST","01/26/2020",2140,2685,4825,44.3523316062176
"9692","SOUTH FERRY","01/26/2020",5314,5449,10763,49.3728514354734
"9693","SPRING ST","01/26/2020",12137,8968,21105,57.5076995972518
"9694","ST LAWRENCE AV","01/26/2020",2049,2292,4341,47.2011057360055
"9695","STEINWAY ST","01/26/2020",5035,5380,10415,48.3437349975996
"9696","STERLING ST","01/26/2020",2600,1954,4554,57.092665788318
"9697","SUTPHIN BLVD","01/26/2020",1770,1809,3579,49.455155071249
"9698","SUTPHIN-ARCHER","01/26/2020",11661,10614,22275,52.3501683501683
